,ID,Population,Group_Population,Region,State / Province / City,Country of origin / collected in,not_most_accurate,Continent,Sampling Location (Cambridgesamples),Latitude,Longitude,Uncertainty,Area,Certainty group,Comment,Source,Secondary Source,Unique
314,315,Gui,Gui,,,Botswana,0.0,Africa,,-21.5,23.3,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Gui
315,316,Hoan,Hoan,,,Botswana,0.0,Africa,,-24.0,23.4,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Hoan
316,317,Ju_hoan_South,Ju_hoan_South,,,Botswana,0.0,Africa,,-21.2,20.7,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Ju_hoan_South
317,318,Kgalagadi,Kgalagadi,,,Botswana,0.0,Africa,,-24.8,21.8,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Kgalagadi
318,319,Khwe,Khwe,,,Botswana,0.0,Africa,,-18.4,21.9,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Khwe
319,320,Naro,Naro,,,Botswana,0.0,Africa,,-22.0,21.6,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Naro
320,321,Shua,Shua,,,Botswana,0.0,Africa,,-20.6,25.3,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Shua
321,322,Taa_East,Taa_East,,,Botswana,0.0,Africa,,-24.2,22.8,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Taa_East
322,323,Taa_North,Taa_North,,,Botswana,0.0,Africa,,-23.0,22.4,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Taa_North
323,324,Taa_West,Taa_West,,,Botswana,0.0,Africa,,-23.6,20.3,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Taa_West
324,325,Tshwa,Tshwa,,,Botswana,0.0,Africa,,-21.0,25.9,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Tshwa
325,326,Tswana,Tswana,,,Botswana,0.0,Africa,,-24.1,25.4,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Tswana
326,327,BantuSA,Bantu_SA_Herero,,,BotswanaOrNamibia,0.0,Africa,,-22.0,19.0,,,1.0,,Human Origins,Patterson et al. 2012,Bantu_SA_Herero
327,328,BantuSA,Bantu_SA_Tswana,,,BotswanaOrNamibia,0.0,Africa,,-28.0,24.0,,,1.0,,Human Origins,Patterson et al. 2012,Bantu_SA_Tswana
328,329,Biaka,BiakaPygmy,,,CentralAfricanRepublic,0.0,Africa,,4.0,17.0,,,1.0,,Human Origins,Patterson et al. 2012,Biaka
329,330,Mbuti,MbutiPygmy,,,Congo,0.0,Africa,,1.0,29.0,,,1.0,,Human Origins,Patterson et al. 2012,Mbuti
330,331,Egyptian,Egyptian_Comas,,,Egypt,0.0,Africa,,31.0,31.2,,,1.0,,Human Origins,David Comas / Pierre Zalloua,Egyptian
332,333,Afar_WGA,Afar_WGA,,,Ethiopia,0.0,Africa,,11.8,41.4,,,1.0,,Human Origins,Mark G. Thomas / Ayele Tarekegn,Afar_WGA
334,335,Oromo,Oromo,,,Ethiopia,0.0,Africa,,9.0,36.5,,,1.0,,Human Origins,Anna Di Rienzo* / Cynthia Beall* / Amha Gebremedhin*,Oromo
335,336,Gambian,Gambian_GWD,,,Gambia,0.0,Africa,,13.4,16.7,,,1.0,,Human Origins,Coriell Cell Repositories,Gambian
336,337,BantuKenya,BantuKenya,,,Kenya,0.0,Africa,,-3.0,37.0,,,1.0,,Human Origins,Patterson et al. 2012,BantuKenya
337,338,Kikuyu,Kikuyu,,,Kenya,0.0,Africa,,-0.4,36.9,,,1.0,,Human Origins,George Ayodo,Kikuyu
338,339,Luhya,Luhya_Kenya_LWK,,,Kenya,0.0,Africa,,1.3,36.8,,,1.0,,Human Origins,Coriell Cell Repositories,Luhya_Kenya_LWK
339,340,Luo,Luo,,,Kenya,0.0,Africa,,-0.1,34.3,,,1.0,,Human Origins,George Ayodo,Luo
340,341,Masai,Masai_Ayodo,,,Kenya,0.0,Africa,,-1.1,35.9,,,1.0,,Human Origins,George Ayodo,Masai_Ayodo
341,342,Masai,Masai_Kinyawa_MKK,,,Kenya,0.0,Africa,,-1.5,35.2,,,1.0,,Human Origins,Coriell Cell Repositories,Masai_Kinyawa_MKK
342,343,Somali,Somali,,,Kenya,0.0,Africa,,5.6,48.3,,,1.0,,Human Origins,George Ayodo,Somali
343,344,BantuSA,Bantu_SA_S_Sotho,,,Lesotho,0.0,Africa,,-29.0,29.0,,,1.0,,Human Origins,Patterson et al. 2012,Bantu_SA_S_Sotho
345,346,Burbur_WGA,Burbur_WGA,,,Morocco,0.0,Africa,,33.5,5.1,,,1.0,,Human Origins,Mark G. Thomas / Fouad Berrada,Burbur_WGA
348,349,Damara,Damara,,,Namibia,0.0,Africa,,-19.8,16.2,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Damara
349,350,Haiom,Haiom,,,Namibia,0.0,Africa,,-19.3,17.0,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Haiom
350,351,Himba,Himba,,,Namibia,0.0,Africa,,-19.1,14.1,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Himba
351,352,Ju_hoan_North,Ju_hoan_North,,,Namibia,0.0,Africa,,-18.9,21.5,,,1.0,,Human Origins,Patterson et al. 2012,Ju_hoan_North
352,353,Nama,Nama,,,Namibia,0.0,Africa,,-24.3,17.3,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Nama
353,354,Wambo,Wambo,,,Namibia,0.0,Africa,,-17.7,18.1,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Wambo
354,355,Xuun,Xuun,,,Namibia,0.0,Africa,,-18.7,19.7,,,1.0,,Human Origins,Pickrell et al. 2012 and 2014,Xuun
355,356,Esan,Esan_Nigeria_ESN,,,Nigeria,0.0,Africa,,6.5,6.0,,,1.0,,Human Origins,Coriell Cell Repositories,Esan
356,357,Yoruba,Yoruba,,,Nigeria,0.0,Africa,,7.4,3.9,,,1.0,from Human Origins,Human Origins,Coriell Cell Repositories,Yoruba
357,358,Mandenka,Mandenka,,,Senegal,0.0,Africa,,12.0,-12.0,,,1.0,,Human Origins,Patterson et al. 2012,Mandenka
358,359,Mende,Mende_Sierra_Leone_MSL,,,SierraLeone,0.0,Africa,,8.5,-13.2,,,1.0,,Human Origins,Coriell Cell Repositories,Mende
359,360,Khomani,Khomani,,,South_Africa,0.0,Africa,,-27.8,21.1,,,1.0,,Human Origins,Brenna Henna,Khomani
360,361,BantuSA,Bantu_SA_Pedi,,,SouthAfrica,0.0,Africa,,-29.0,30.0,,,1.0,,Human Origins,Patterson et al. 2012,Bantu_SA_Pedi
361,362,BantuSA,Bantu_SA_Zulu,,,SouthAfrica,0.0,Africa,,-28.0,31.0,,,1.0,,Human Origins,Patterson et al. 2012,Bantu_SA_Zulu
362,363,Dinka,Dinka,,,Sudan,0.0,Africa,,8.8,27.4,,,1.0,,Human Origins,Michael Hammer,Dinka
363,364,Shaigi_WGA,Shaigi_WGA,,,Sudan,0.0,Africa,,15.6,32.5,,,1.0,,Human Origins,Mark G. Thomas / Hamza A. Babiker,Shaigi_WGA
364,365,Datog,Datog,,,Tanzania,0.0,Africa,,-3.3,35.7,,,1.0,,Human Origins,Brenna Henna / Joanna Mountain,Datog
365,366,Hadza,Hadza,,,Tanzania,0.0,Africa,,-3.8,35.3,,,1.0,,Human Origins,Sarah A. Tishkoff / Thomas Nyambo,Hadza
366,367,Hadza,Hadza_Henn,,,Tanzania,0.0,Africa,,-3.6,35.1,,,1.0,,Human Origins,Brenna Henna / Joanna Mountain,Hadza_Henn
368,369,Sandawe,Sandawe,,,Tanzania,0.0,Africa,,-5.5,35.5,,,1.0,,Human Origins,Sarah A. Tishkoff / Thomas Nyambo,Sandawe
369,370,Tunisian,Tunisian,,,Tunisia,0.0,Africa,,36.8,10.2,,,1.0,,Human Origins,David Comas,Tunisian
371,372,Saharawi,Saharawi,,,WesternSahara(Morocco),0.0,Africa,,27.3,-8.9,,,1.0,,Human Origins,David Comas,Saharawi
372,373,Chane,Chane,,,Argentina,0.0,America,,-25.0,-60.0,,,1.0,,Human Origins,Andres Ruiz-Linares / Claudio M. Bravi / Graciela Bailliet / Daniel Corach,Chane
373,374,Guarani,Guarani,,,Argentina,0.0,America,,-27.5,-59.0,,,1.0,,Human Origins,Andres Ruiz-Linares / Claudio M. Bravi / Graciela Bailliet / Daniel Corach,Guarani
374,375,Aymara,Aymara,,,Bolivia,0.0,America,,-16.5,-68.2,,,1.0,,Human Origins,Andres Ruiz-Linares / Francisco Rothhammer / Jean-Michel Dugoujon / René Vasquez / Mercedes Villena,Aymara
375,376,Bolivian,Bolivian_Cochabamba,,,Bolivia,0.0,America,,-17.4,-66.2,,,1.0,,Human Origins,Antonio Salas,Bolivian_Cochabamba
377,378,Bolivian,Bolivian_Pando,,,Bolivia,0.0,America,,-11.2,-67.2,,,1.0,,Human Origins,Antonio Salas,Bolivian_Pando
378,379,Quechua,Quechua_RuizLinares,,,Bolivia,0.0,America,,-20.0,-66.0,,,1.0,,Human Origins,Andres Ruiz-Linares / Jean-Michel Dugoujon / René Vasquez / Mercedes Villena,Quechua_RuizLinares
379,380,Karitiana,Karitiana,,,Brazil,0.0,America,,-10.0,-63.0,,,1.0,,Human Origins,Patterson et al. 2012,Karitiana
380,381,Surui,Surui,,,Brazil,0.0,America,,-11.0,-62.0,,,1.0,,Human Origins,Patterson et al. 2012,Surui
381,382,Algonquin,Algonquin,,,Canada,0.0,America,,48.4,-71.1,,,1.0,,Human Origins,Damian Labuda*,Algonquin
382,383,Chipewyan,Chipewyan,,,Canada,0.0,America,,59.6,-107.3,,,1.0,,Human Origins,Damian Labuda*,Chipewyan
383,384,Cree,Cree,,,Canada,0.0,America,,50.3,-102.5,,,1.0,,Human Origins,Damian Labuda*,Cree
384,385,Ojibwa,Ojibwa,,,Canada,0.0,America,,46.5,-81.0,,,1.0,,Human Origins,David E. C. Cole / Damian Labuda*,Ojibwa
385,386,Chilote,Chilote,,,Chile,0.0,America,,-42.5,-73.9,,,1.0,,Human Origins,Andres Ruiz-Linares / Francisco Rothhammer,Chilote
386,387,Inga,Inga,,,Colombia,0.0,America,,1.0,-77.0,,,1.0,,Human Origins,Andres Ruiz-Linares / Gabriel Bedoya,Inga
387,388,Piapoco,Piapoco,,,Colombia,0.0,America,,3.0,-68.0,,,1.0,,Human Origins,Patterson et al. 2012,Piapoco
388,389,Ticuna,Ticuna,,,Colombia,0.0,America,,-3.8,-70.0,,,1.0,,Human Origins,Andres Ruiz-Linares / Gabriel Bedoya,Ticuna
389,390,Wayuu,Wayuu,,,Colombia,0.0,America,,11.0,-73.0,,,1.0,,Human Origins,Andres Ruiz-Linares / Gabriel Bedoya,Wayuu
390,391,Cabecar,Cabecar,,,Costa Rica,0.0,America,,9.5,-84.0,,,1.0,,Human Origins,Andres Ruiz-Linares / Ramiro Barrantes,Cabecar
391,392,Kaqchikel,Kaqchikel,,,Guatemala,0.0,America,,15.0,-91.0,,,1.0,,Human Origins,Andres Ruiz-Linares / Julio Molina,Kaqchikel
392,393,Mayan,Mayan,,,Mexico,0.0,America,,19.0,-91.0,,,1.0,,Human Origins,Patterson et al. 2012,Mayan
393,394,Mixe,Mixe,,,Mexico,0.0,America,,17.0,-96.6,,,1.0,,Human Origins,William Klitz / Cheryl Winkler,Mixe
394,395,Mixtec,Mixtec,,,Mexico,0.0,America,,16.7,-97.2,,,1.0,,Human Origins,William Klitz / Cheryl Winkler,Mixtec
395,396,Pima,Pima,,,Mexico,0.0,America,,29.0,-108.0,,,1.0,,Human Origins,Patterson et al. 2012,Pima
396,397,Zapotec,Zapotec,,,Mexico,0.0,America,,17.0,-96.5,,,1.0,,Human Origins,William Klitz / Cheryl Winkler,Zapotec
397,398,Quechua,Quechua_Coriell,,,Peru,0.0,America,,-13.5,-72.0,,,1.0,,Human Origins,Coriell Cell Repositories,Quechua_Coriell
399,400,Mongola,Mongola,,,China,0.0,CentralAsiaSiberia,,45.0,111.0,,,1.0,,Human Origins,Patterson et al. 2012,Mongola
401,402,Aleut,Aleut,,,Russia,0.0,CentralAsiaSiberia,,53.6,160.8,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Aleut
403,404,Chukchi,Chukchi,,,Russia,0.0,CentralAsiaSiberia,,69.5,168.8,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Chukchi
404,405,Chukchi,Chukchi_Reindeer,,,Russia,0.0,CentralAsiaSiberia,,64.4,173.9,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Chukchi_Reindeer
408,409,Eskimo,Eskimo_Naukan,,,Russia,0.0,CentralAsiaSiberia,,66.0,169.7,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Eskimo_Naukan
410,411,Even,Even,,,Russia,0.0,CentralAsiaSiberia,,57.5,135.9,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Even
411,412,Itelmen,Itelmen,,,Russia,0.0,CentralAsiaSiberia,,57.2,156.9,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Itelmen
412,413,Kalmyk,Kalmyk,,,Russia,0.0,CentralAsiaSiberia,,46.2,45.3,,,1.0,,Human Origins,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,Kalmyk
413,414,Koryak,Koryak,,,Russia,0.0,CentralAsiaSiberia,,58.1,159.0,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Koryak
414,415,Mansi,Mansi,,,Russia,0.0,CentralAsiaSiberia,,62.5,63.3,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Mansi
415,416,Nganasan,Nganasan,,,Russia,0.0,CentralAsiaSiberia,,71.1,96.1,,,1.0,,Human Origins,Rem Sukernik / Elena B. Starikovskaya,Nganasan
416,417,Selkup,Selkup,,,Russia,0.0,CentralAsiaSiberia,,65.5,82.3,,,1.0,,Human Origins,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Ludmila Osipova,Selkup
417,418,Tlingit,Tlingit,,,Russia,0.0,CentralAsiaSiberia,,54.7,164.5,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Tlingit
418,419,Tubalar,Tubalar,,,Russia,0.0,CentralAsiaSiberia,,51.1,87.0,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Tubalar
420,421,Ulchi,Ulchi,,,Russia,0.0,CentralAsiaSiberia,,52.2,140.4,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Ulchi
421,422,Yakut,Yakut,,,Russia,0.0,CentralAsiaSiberia,,63.0,129.5,,,1.0,,Human Origins,Patterson et al. 2012,Yakut
423,424,Yukagir,Yukagir_Forest,,,Russia,0.0,CentralAsiaSiberia,,65.5,151.0,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Yukagir_Forest
424,425,Yukagir,Yukagir_Tundra,,,Russia,0.0,CentralAsiaSiberia,,68.6,153.0,,,1.0,,Human Origins,Rem Sukernik / Stanislav Dryomov,Yukagir_Tundra
428,429,Cambodian,Cambodian,,,Cambodia,0.0,EastAsia,,12.0,105.0,,,1.0,,Human Origins,Patterson et al. 2012,Cambodian
429,430,Dai,Dai,,,China,0.0,EastAsia,,21.0,100.0,,,1.0,,Human Origins,Patterson et al. 2012,Dai
430,431,Daur,Daur,,,China,0.0,EastAsia,,48.5,124.0,,,1.0,,Human Origins,Patterson et al. 2012,Daur
433,434,Hezhen,Hezhen,,,China,0.0,EastAsia,,47.5,133.5,,,1.0,,Human Origins,Patterson et al. 2012,Hezhen
434,435,Lahu,Lahu,,,China,0.0,EastAsia,,22.0,100.0,,,1.0,,Human Origins,Patterson et al. 2012,Lahu
435,436,Miao,Miao,,,China,0.0,EastAsia,,28.0,109.0,,,1.0,,Human Origins,Patterson et al. 2012,Miao
436,437,Naxi,Naxi,,,China,0.0,EastAsia,,26.0,100.0,,,1.0,,Human Origins,Patterson et al. 2012,Naxi
437,438,Oroqen,Oroqen,,,China,0.0,EastAsia,,50.4,126.5,,,1.0,,Human Origins,Patterson et al. 2012,Oroqen
438,439,She,She,,,China,0.0,EastAsia,,27.0,119.0,,,1.0,,Human Origins,Patterson et al. 2012,She
439,440,Tu,Tu,,,China,0.0,EastAsia,,36.0,101.0,,,1.0,,Human Origins,Patterson et al. 2012,Tu
440,441,Tujia,Tujia,,,China,0.0,EastAsia,,29.0,109.0,,,1.0,,Human Origins,Patterson et al. 2012,Tujia
442,443,Xibo,Xibo,,,China,0.0,EastAsia,,43.5,81.5,,,1.0,,Human Origins,Patterson et al. 2012,Xibo
443,444,Yi,Yi,,,China,0.0,EastAsia,,28.0,103.0,,,1.0,,Human Origins,Patterson et al. 2012,Yi
445,446,Korean,Korean,,,Korea,0.0,EastAsia,,37.6,127.0,,,1.0,,Human Origins,Coriell Cell Repositories,Korean
446,447,Ami,Ami_Coriell,,,Taiwan,0.0,EastAsia,,22.8,121.2,,,1.0,,Human Origins,Coriell Cell Repositories,Ami
447,448,Atayal,Atayal_Coriell,,,Taiwan,0.0,EastAsia,,24.6,121.3,,,1.0,,Human Origins,Coriell Cell Repositories,Atayal
448,449,Thai,Thai,,,Thailand,0.0,EastAsia,,13.8,100.5,,,1.0,,Human Origins,European Collection of Cell Cultures,Thai
449,450,Kinh,Kinh_Vietnam_KHV,,,Vietnam,0.0,EastAsia,,21.0,105.9,,,1.0,,Human Origins,Coriell Cell Repositories,Kinh
450,451,Australian,Australian_ECCAC,,,Australia,0.0,Oceania,,-13.0,143.0,,,1.0,,Human Origins,European Collection of Cell Cultures,Australian
451,452,Bougainville,Bougainville,,,PapuaNewGuinea,0.0,Oceania,,-6.0,155.0,,,1.0,,Human Origins,Patterson et al. 2012,Bougainville
452,453,Papuan,Papuan,,,PapuaNewGuinea,0.0,Oceania,,-4.0,143.0,,,1.0,,Human Origins,Patterson et al. 2012,Papuan
453,454,Bengali,Bengali_Bangladesh_BEB,,,Bangladesh,0.0,SouthAsia,,23.7,90.4,,,1.0,,Human Origins,Coriell Cell Repositories,Bengali_Bangladesh_BEB
459,460,Kharia,Kharia,,,India,0.0,SouthAsia,,25.8,82.7,,,1.0,,Human Origins,Lalji Singh / Kumarasamy Thangaraj,Kharia
460,461,Lodhi,Lodhi,,,India,0.0,SouthAsia,,25.5,78.6,,,1.0,,Human Origins,Lalji Singh / Kumarasamy Thangaraj,Lodhi
461,462,Mala,Mala,,,India,0.0,SouthAsia,,18.7,78.2,,,1.0,,Human Origins,Lalji Singh / Kumarasamy Thangaraj,Mala
462,463,Onge,Onge,,,India,0.0,SouthAsia,,10.8,92.5,,,1.0,,Human Origins,Lalji Singh / Kumarasamy Thangaraj,Onge
463,464,Tiwari,Tiwari,,,India,0.0,SouthAsia,,21.9,83.4,,,1.0,,Human Origins,Lalji Singh / Kumarasamy Thangaraj,Tiwari
464,465,Vishwabrahmin,Vishwabrahmin,,,India,0.0,SouthAsia,,16.3,80.5,,,1.0,,Human Origins,Lalji Singh / Kumarasamy Thangaraj,Vishwabrahmin
466,467,Balochi,Balochi,,,Pakistan,0.0,SouthAsia,,30.5,66.5,,,1.0,,Human Origins,Patterson et al. 2012,Balochi
468,469,Burusho,Burusho,,,Pakistan,0.0,SouthAsia,,36.5,74.0,,,1.0,,Human Origins,Patterson et al. 2012,Burusho
469,470,Hazara,Hazara,,,Pakistan,0.0,SouthAsia,,33.5,70.0,,,1.0,,Human Origins,Patterson et al. 2012,Hazara
470,471,Kalash,Kalash,,,Pakistan,0.0,SouthAsia,,36.0,71.5,,,1.0,,Human Origins,Patterson et al. 2012,Kalash
471,472,Makrani,Makrani,,,Pakistan,0.0,SouthAsia,,26.0,64.0,,,1.0,,Human Origins,Patterson et al. 2012,Makrani
472,473,Pathan,Pathan,,,Pakistan,0.0,SouthAsia,,33.5,70.5,,,1.0,,Human Origins,Patterson et al. 2012,Pathan
473,474,Punjabi,Punjabi_Lahore_PJL,,,Pakistan,0.0,SouthAsia,,31.5,74.3,,,1.0,,Human Origins,Coriell Cell Repositories,Punjabi
474,475,Sindhi,Sindhi,,,Pakistan,0.0,SouthAsia,,25.5,69.0,,,1.0,,Human Origins,Patterson et al. 2012,Sindhi
476,477,Albanian,Albanian,,,Albania,0.0,WestEurasia,,41.3,19.8,,,1.0,,Human Origins,David Comas,Albanian
479,480,Assyrian_WGA,Assyrian_WGA,,,Armenia,0.0,WestEurasia,,40.3,44.6,,,1.0,,Human Origins,Mark G. Thomas / Levon Yepiskoposyan,Assyrian_WGA
480,481,Kurd_WGA,Kurd_WGA,,,Armenia,0.0,WestEurasia,,40.7,44.3,,,1.0,,Human Origins,Mark G. Thomas / Levon Yepiskoposyan,Kurd_WGA
487,488,English,English_Cornwall_GBR,,,England,0.0,WestEurasia,,50.3,-4.9,,,1.0,,Human Origins,Coriell Cell Repositories,English_Cornwall_GBR
488,489,English,English_Kent_GBR,,,England,0.0,WestEurasia,,51.2,0.7,,,1.0,,Human Origins,Coriell Cell Repositories,English_Kent_GBR
489,490,Scottish,Scottish_Argyll_Bute_GBR,,,England,0.0,WestEurasia,,56.0,-3.9,,,1.0,,Human Origins,Coriell Cell Repositories,Scottish
491,492,Finnish,Finnish_FIN,,,Finland,0.0,WestEurasia,,60.2,24.9,,,1.0,,Human Origins,Coriell Cell Repositories,Finnish
492,493,Saami_WGA,Saami_WGA,,,Finland,0.0,WestEurasia,,68.4,23.6,,,1.0,,Human Origins,Svante Pääbo / Antti Sajantila / Klemetti Näkkäläjärvi,Saami_WGA
493,494,Basque,Basque_French,,,France,0.0,WestEurasia,,43.0,0.0,,,1.0,,Human Origins,Patterson et al. 2012,Basque_French
494,495,French,French,,,France,0.0,WestEurasia,,46.0,2.0,,,1.0,,Human Origins,Patterson et al. 2012,French
495,496,French_South,French_South,,,France,0.0,WestEurasia,,43.4,-0.6,,,1.0,,Human Origins,David Comas,French_South
500,501,Greek,Greek_Coriell,,,Greece,0.0,WestEurasia,,38.0,23.7,,,1.0,,Human Origins,Coriell Cell Repositories,Greek_Coriell
501,502,Greek_WGA,Greek_WGA,,,Greece,0.0,WestEurasia,,37.9,23.7,,,1.0,,Human Origins,Mark G. Thomas / Theologos Loukidis,Greek_WGA
504,505,Icelandic,Icelandic,,,Iceland,0.0,WestEurasia,,64.1,-21.9,,,1.0,,Human Origins,Coriell Cell Repositories,Icelandic
510,511,BedouinA,BedouinA,,,Israel(Negev),0.0,WestEurasia,,31.0,35.0,,,1.0,,Human Origins,Patterson et al. 2012,BedouinA
512,513,Italian_South,Italian_South,,,Italy,0.0,WestEurasia,,39.4,15.5,,,1.0,,Human Origins,Cristian Capelli / George B. J. Busby / Francesca Brisighelli,Italian_South
515,516,Bergamo,Italian_Bergamo,,,Italy(Bergamo),0.0,WestEurasia,,46.0,10.0,,,1.0,,Human Origins,Patterson et al. 2012,Bergamo
516,517,Sardinian,Sardinian,,,Italy(Sardinia),0.0,WestEurasia,,40.0,9.0,,,1.0,,Human Origins,Patterson et al. 2012,Sardinian
517,518,Tuscan,Italian_Tuscan,,,Italy(Tuscany),0.0,WestEurasia,,43.0,11.0,,,1.0,,Human Origins,Patterson et al. 2012,Tuscan
521,522,Maltese,Maltese,,,Malta,0.0,WestEurasia,,35.9,14.4,,,1.0,,Human Origins,David Comas / Pierre Zalloua,Maltese
522,523,Norwegian,Norwegian,,,Norway,0.0,WestEurasia,,59.9,10.7,,,1.0,from Popres,Human Origins,Cristian Capelli / George B. J. Busby / Tor Hervig,Norwegian
523,524,Orcadian,Orcadian,,,OrkneyIslands,0.0,WestEurasia,,59.0,-3.0,,,1.0,,Human Origins,Patterson et al. 2012,Orcadian
532,533,North_Ossetian,North_Ossetian,,,Russia,0.0,WestEurasia,,43.0,44.7,,,1.0,,Human Origins,Mait Metspalu / Richard Villems / Leila Laredj / Ene Metspalu / Elza Khusnutdinova / Rita Khusainova / Sergey Litvinov,North_Ossetian
534,535,Adygei,Adygei,,,Russia(Caucasus),0.0,WestEurasia,,44.0,39.0,,,1.0,,Human Origins,Coriell Cell Repositories,Adygei
536,537,Basque,Basque_Spanish,,,Spain,0.0,WestEurasia,,43.1,-2.1,,,1.0,,Human Origins,David Comas,Basque_Spanish
537,538,Canary_Islanders,Spanish_Canarias_IBS,,,Spain,0.0,WestEurasia,,28.1,-15.4,,,1.0,,Human Origins,Coriell Cell Repositories,Canary_Islanders
538,539,Spanish,Spanish_Andalucia_IBS,,,Spain,0.0,WestEurasia,,37.4,-6.0,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Andalucia_IBS
539,540,Spanish,Spanish_Aragon_IBS,,,Spain,0.0,WestEurasia,,41.0,-1.0,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Aragon_IBS
540,541,Spanish,Spanish_Baleares_IBS,,,Spain,0.0,WestEurasia,,39.5,3.0,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Baleares_IBS
541,542,Spanish,Spanish_Cantabria_IBS,,,Spain,0.0,WestEurasia,,43.3,-4.0,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Cantabria_IBS
542,543,Spanish,Spanish_Castilla_la_Mancha_IBS,,,Spain,0.0,WestEurasia,,39.9,-4.0,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Castilla_la_Mancha_IBS
543,544,Spanish,Spanish_Castilla_y_Leon_IBS,,,Spain,0.0,WestEurasia,,41.4,-4.5,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Castilla_y_Leon_IBS
544,545,Spanish,Spanish_Cataluna_IBS,,,Spain,0.0,WestEurasia,,41.8,1.5,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Cataluna_IBS
545,546,Spanish,Spanish_Extremadura_IBS,,,Spain,0.0,WestEurasia,,39.0,-6.0,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Extremadura_IBS
546,547,Spanish,Spanish_Galicia_IBS,,,Spain,0.0,WestEurasia,,42.5,-8.1,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Galicia_IBS
547,548,Spanish,Spanish_Murcia_IBS,,,Spain,0.0,WestEurasia,,38.0,-1.1,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Murcia_IBS
548,549,Spanish,Spanish_Valencia_IBS,,,Spain,0.0,WestEurasia,,39.5,-0.4,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_Valencia_IBS
549,550,Spanish_North,Spanish_Pais_Vasco_IBS,,,Spain,0.0,WestEurasia,,42.8,-2.7,,,1.0,,Human Origins,Coriell Cell Repositories,Spanish_North
552,553,Turkish,Turkish_Adana,,,Turkey,0.0,WestEurasia,,37.0,35.3,,,1.0,,Human Origins,Robert W. Mahley / Ugur Hodoglugil,Turkish_Adana
553,554,Turkish,Turkish_Aydin,,,Turkey,0.0,WestEurasia,,37.9,27.8,,,1.0,,Human Origins,Robert W. Mahley / Ugur Hodoglugil,Turkish_Aydin
554,555,Turkish,Turkish_Balikesir,,,Turkey,0.0,WestEurasia,,39.4,27.5,,,1.0,,Human Origins,Robert W. Mahley / Ugur Hodoglugil,Turkish_Balikesir
556,557,Turkish,Turkish_Kayseri,,,Turkey,0.0,WestEurasia,,38.7,35.5,,,1.0,,Human Origins,Robert W. Mahley / Ugur Hodoglugil,Turkish_Kayseri
557,558,Turkish,Turkish_Trabzon,,,Turkey,0.0,WestEurasia,,41.0,39.7,,,1.0,,Human Origins,Robert W. Mahley / Ugur Hodoglugil,Turkish_Trabzon
