HGDPIndividualNumber	PopulationCode	PopulationName	SamplingLocation	GeographicRegionOfPopulation	Sex	InHGDP-CEPHpanel[CannEtAl2002]?	AnalyzedInRosenbergEtAl2002?	PopulationLabelBelievedToBeCorrect?	HasNoDuplicatesInPanel?	AnalyzedInRosenbergEtAl2005[datasetH1048]?	HasNoKnown1stDegreeRelativesInPanel?	HasNoKnown1stOr2ndDegreeRelativesInPanel?	HasAParentOrOffspringInPanel?	IncludedInDataset971[No1stDegreeRelatives]?	IncludedInDataset952[No1stOr2ndDegreeRelatives]?	DuplicationConjugate[OnlyDiffersFromSampleNumberIfSampleIsDuplicated]	AlternatePopulationCode[OnlyDiffersFromPrimaryPopulationCodeForBantuSouthAfrica]	AlternatePopulationName[OnlyDiffersFromPrimaryPopulationNameForBantuSouthAfrica]	OrangeQInRosenbergEtAl2002Fig1K=5	BlueQInRosenbergEtAl2002Fig1K=5	PinkQInRosenbergEtAl2002Fig1K=5	GreenQInRosenbergEtAl2002Fig1K=5	PurpleQInRosenbergEtAl2002Fig1K=5
1	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	1	51	Brahui	0.001	0.995	0.002	0.001	0.001
3	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	3	51	Brahui	0.002	0.99	0.003	0.001	0.004
5	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	5	51	Brahui	0.003	0.865	0.096	0.031	0.006
7	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	7	51	Brahui	0.001	0.889	0.107	0.002	0.002
9	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	9	51	Brahui	0.006	0.902	0.053	0.006	0.033
11	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	11	51	Brahui	0.004	0.972	0.013	0.003	0.008
13	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	13	51	Brahui	0.216	0.761	0.014	0.006	0.003
15	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	15	51	Brahui	0.001	0.878	0.109	0.004	0.008
17	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	17	51	Brahui	0.002	0.984	0.008	0.005	0.001
19	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	19	51	Brahui	0.062	0.912	0.008	0.015	0.002
21	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	21	51	Brahui	0.002	0.994	0.001	0.001	0.002
23	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	23	51	Brahui	0.004	0.934	0.025	0.008	0.029
25	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	25	51	Brahui	0.002	0.867	0.098	0.028	0.004
27	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	27	51	Brahui	0.01	0.957	0.024	0.004	0.005
29	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	29	51	Brahui	0.175	0.688	0.049	0.086	0.002
31	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	31	51	Brahui	0.001	0.975	0.009	0.012	0.003
33	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	33	51	Brahui	0.001	0.991	0.003	0.002	0.003
35	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	35	51	Brahui	0.001	0.903	0.085	0.008	0.003
37	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	37	51	Brahui	0.001	0.95	0.045	0.001	0.003
39	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	39	51	Brahui	0.011	0.968	0.013	0.005	0.003
41	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	41	51	Brahui	0.001	0.983	0.008	0.003	0.005
43	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	43	51	Brahui	0.002	0.99	0.003	0.002	0.002
45	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	45	51	Brahui	0.001	0.991	0.004	0.001	0.003
47	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	47	51	Brahui	0.029	0.88	0.07	0.016	0.004
49	51	Brahui	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	49	51	Brahui	0.002	0.982	0.008	0.004	0.003
52	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	52	50	Balochi	0.002	0.974	0.018	0.005	0.001
54	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	54	50	Balochi	0.001	0.994	0.003	0.001	0.001
56	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	56	50	Balochi	0.001	0.901	0.081	0.011	0.005
57	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	57	50	Balochi	0.053	0.874	0.014	0.057	0.003
58	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	58	50	Balochi	0.004	0.925	0.055	0.007	0.009
60	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	60	50	Balochi	0.13	0.809	0.051	0.007	0.002
62	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	62	50	Balochi	0.009	0.96	0.025	0.006	0.001
64	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	64	50	Balochi	0.001	0.992	0.003	0.002	0.002
66	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	66	50	Balochi	0.001	0.981	0.01	0.003	0.004
68	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	68	50	Balochi	0.001	0.947	0.047	0.003	0.001
70	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	70	50	Balochi	0.003	0.755	0.237	0.002	0.002
72	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	72	50	Balochi	0.011	0.957	0.011	0.013	0.008
74	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	74	50	Balochi	0.005	0.957	0.009	0.027	0.001
76	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	76	50	Balochi	0.135	0.848	0.003	0.013	0.002
78	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	78	50	Balochi	0.001	0.99	0.003	0.002	0.003
80	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	80	50	Balochi	0.001	0.993	0.004	0.001	0.002
82	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	0	0	0	1	1	82	50	Balochi	0.001	0.986	0.004	0.004	0.005
84	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	0	0	0	0	0	84	50	Balochi	0.007	0.944	0.017	0.009	0.023
86	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	86	50	Balochi	0.005	0.981	0.008	0.005	0.002
88	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	88	50	Balochi	0.001	0.985	0.008	0.001	0.005
90	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	90	50	Balochi	0.024	0.917	0.057	0.002	0.001
92	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	92	50	Balochi	0.004	0.836	0.135	0.018	0.007
94	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	94	50	Balochi	0.002	0.96	0.016	0.012	0.01
96	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	96	50	Balochi	0.003	0.955	0.03	0.003	0.008
98	50	Balochi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	98	50	Balochi	0.015	0.842	0.008	0.132	0.003
99	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	99	54	Hazara	0.001	0.633	0.35	0.015	0.002
100	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	100	54	Hazara	0.001	0.624	0.362	0.008	0.005
102	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	102	54	Hazara	0.002	0.527	0.422	0.018	0.031
103	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	103	54	Hazara	0.001	0.572	0.419	0.002	0.006
104	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	104	54	Hazara	0.001	0.597	0.397	0.001	0.003
105	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	105	54	Hazara	0.01	0.404	0.576	0.006	0.005
106	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	0	0	0	1	1	106	54	Hazara	0.001	0.454	0.539	0.002	0.004
108	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	108	54	Hazara	0.002	0.572	0.405	0.019	0.002
109	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	109	54	Hazara	0.001	0.536	0.444	0.014	0.005
110	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	110	54	Hazara	0.001	0.514	0.474	0.006	0.005
111	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	0	0	NA	NA	NA	0	0	220	54	Hazara	0.002	0.715	0.255	0.026	0.002
112	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	0	0	1	1	112	54	Hazara	0.005	0.52	0.467	0.002	0.006
113	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	0	0	0	0	0	113	54	Hazara	0.003	0.557	0.427	0.005	0.009
115	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	115	54	Hazara	0.001	0.399	0.562	0.005	0.033
116	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	116	54	Hazara	0.002	0.513	0.398	0.002	0.084
118	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	118	54	Hazara	0.002	0.432	0.556	0.003	0.007
119	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	119	54	Hazara	0.002	0.527	0.407	0.002	0.063
120	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	120	54	Hazara	0.001	0.621	0.366	0.003	0.008
121	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	121	54	Hazara	0.002	0.443	0.553	0.002	0.001
122	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	122	54	Hazara	0.001	0.429	0.561	0.002	0.006
124	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	124	54	Hazara	0.001	0.562	0.43	0.005	0.002
125	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	125	54	Hazara	0.001	0.467	0.524	0.002	0.006
127	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	127	54	Hazara	0.002	0.57	0.395	0.024	0.008
128	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	0	0	1	0	128	54	Hazara	0.003	0.504	0.488	0.001	0.005
129	54	Hazara	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	129	54	Hazara	0.005	0.63	0.36	0.002	0.003
130	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	130	57	Makrani	0.338	0.484	0.073	0.099	0.005
131	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	131	57	Makrani	0.004	0.965	0.007	0.023	0.001
133	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	133	57	Makrani	0.002	0.957	0.034	0.004	0.003
134	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	134	57	Makrani	0.14	0.83	0.016	0.002	0.013
135	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	135	57	Makrani	0.001	0.937	0.01	0.048	0.004
136	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	136	57	Makrani	0.003	0.847	0.145	0.003	0.002
137	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	137	57	Makrani	0.003	0.984	0.006	0.001	0.006
139	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	139	57	Makrani	0.161	0.818	0.015	0.004	0.002
140	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	140	57	Makrani	0.009	0.809	0.158	0.02	0.004
141	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	141	57	Makrani	0.008	0.785	0.199	0.006	0.003
143	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	143	57	Makrani	0.007	0.852	0.125	0.014	0.001
144	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	144	57	Makrani	0.001	0.974	0.005	0.018	0.003
145	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	145	57	Makrani	0.004	0.978	0.015	0.001	0.001
146	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	146	57	Makrani	0.001	0.975	0.002	0.021	0.001
148	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	148	57	Makrani	0.004	0.943	0.05	0.001	0.002
149	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	149	57	Makrani	0.053	0.872	0.024	0.043	0.007
150	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	150	57	Makrani	0.232	0.718	0.029	0.003	0.018
151	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	151	57	Makrani	0.003	0.961	0.033	0.002	0.001
153	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	153	57	Makrani	0.059	0.933	0.005	0.001	0.002
154	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	154	57	Makrani	0.017	0.895	0.076	0.007	0.005
155	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	155	57	Makrani	0.005	0.928	0.049	0.008	0.01
157	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	157	57	Makrani	0.074	0.877	0.007	0.039	0.004
158	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	158	57	Makrani	0.001	0.99	0.006	0.001	0.002
160	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	160	57	Makrani	0.002	0.991	0.002	0.003	0.002
161	57	Makrani	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	161	57	Makrani	0.084	0.876	0.036	0.004	0.001
163	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	163	59	Sindhi	0.005	0.844	0.032	0.115	0.004
165	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	165	59	Sindhi	0.047	0.894	0.013	0.027	0.02
167	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	0	0	1	1	1	167	59	Sindhi	0.003	0.858	0.095	0.013	0.031
169	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	169	59	Sindhi	0.001	0.975	0.014	0.005	0.005
171	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	171	59	Sindhi	0.003	0.795	0.195	0.004	0.003
173	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	173	59	Sindhi	0.074	0.882	0.024	0.017	0.003
175	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	175	59	Sindhi	0.406	0.589	0.002	0.002	0.001
177	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	177	59	Sindhi	0.012	0.816	0.159	0.01	0.003
179	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	179	59	Sindhi	0.006	0.959	0.008	0.024	0.004
181	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	181	59	Sindhi	0.002	0.825	0.133	0.018	0.023
183	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	183	59	Sindhi	0.002	0.777	0.209	0.002	0.011
185	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	185	59	Sindhi	0.003	0.981	0.005	0.004	0.007
187	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	187	59	Sindhi	0.008	0.902	0.018	0.003	0.069
189	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	189	59	Sindhi	0.001	0.892	0.089	0.014	0.003
191	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	191	59	Sindhi	0.002	0.98	0.009	0.005	0.004
192	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	192	59	Sindhi	0.002	0.899	0.082	0.014	0.002
195	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	195	59	Sindhi	0.002	0.859	0.002	0.136	0.001
197	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	197	59	Sindhi	0.005	0.838	0.144	0.01	0.003
199	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	199	59	Sindhi	0.003	0.993	0.001	0.001	0.001
201	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	201	59	Sindhi	0.002	0.965	0.006	0.015	0.011
203	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	0	0	1	0	0	203	59	Sindhi	0.002	0.894	0.057	0.032	0.015
205	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	205	59	Sindhi	0.03	0.951	0.012	0.004	0.003
206	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	206	59	Sindhi	0.004	0.907	0.086	0.003	0.001
208	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	208	59	Sindhi	0.002	0.89	0.024	0.003	0.081
210	59	Sindhi	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	210	59	Sindhi	0.001	0.859	0.131	0.008	0.002
213	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	213	58	Pathan	0.004	0.965	0.008	0.019	0.004
214	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	214	58	Pathan	0.001	0.977	0.016	0.004	0.002
216	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	216	58	Pathan	0.001	0.829	0.011	0.145	0.013
218	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	218	58	Pathan	0.001	0.846	0.102	0.048	0.003
220	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	0	0	NA	NA	NA	0	0	111	58	Pathan	0.002	0.734	0.231	0.026	0.007
222	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	222	58	Pathan	0.001	0.851	0.132	0.011	0.004
224	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	224	58	Pathan	0.001	0.876	0.092	0.012	0.02
226	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	226	58	Pathan	0.001	0.888	0.106	0.001	0.004
228	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	228	58	Pathan	0.002	0.75	0.219	0.011	0.017
230	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	230	58	Pathan	0.001	0.741	0.224	0.008	0.027
232	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	232	58	Pathan	0.002	0.836	0.156	0.004	0.002
234	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	234	58	Pathan	0.002	0.851	0.127	0.018	0.002
237	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	237	58	Pathan	0.002	0.778	0.211	0.008	0.001
239	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	239	58	Pathan	0.003	0.809	0.158	0.026	0.004
241	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	241	58	Pathan	0.001	0.988	0.005	0.001	0.005
243	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	243	58	Pathan	0.001	0.825	0.144	0.001	0.028
244	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	244	58	Pathan	0.001	0.94	0.011	0.041	0.007
247	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	247	58	Pathan	0.024	0.806	0.026	0.001	0.142
248	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	248	58	Pathan	0.013	0.946	0.008	0.026	0.006
251	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	251	58	Pathan	0.001	0.835	0.155	0.007	0.002
254	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	254	58	Pathan	0.003	0.873	0.041	0.076	0.007
258	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	258	58	Pathan	0.004	0.814	0.178	0.002	0.002
259	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	259	58	Pathan	0.001	0.876	0.028	0.003	0.092
262	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	262	58	Pathan	0.001	0.976	0.008	0.012	0.004
264	58	Pathan	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	264	58	Pathan	0.004	0.911	0.014	0.064	0.008
267	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	267	56	Kalash	0.001	0.931	0.044	0.003	0.021
274	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	274	56	Kalash	0.001	0.966	0.006	0.002	0.024
277	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	277	56	Kalash	0.001	0.986	0.003	0.003	0.007
279	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	279	56	Kalash	0	0.957	0.013	0.006	0.024
281	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	281	56	Kalash	0.002	0.988	0.005	0.002	0.002
285	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	285	56	Kalash	0.001	0.988	0.003	0.006	0.001
286	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	f	1	1	1	1	1	1	1	0	1	1	286	56	Kalash	0.001	0.957	0.005	0.001	0.036
288	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	0	0	1	1	1	288	56	Kalash	0.001	0.991	0.003	0.002	0.004
290	56	Kalash	Pakistan	CENTRAL_SOUTH_ASIA	m	1	1	1	1	1	1	1	0	1	1	290	56	Kalash	0.001	0.935	0.057	0.002	0.006
